id,name,address,distance,lng,lat,delivery_fee,min_order_amount,open_time_description,review_avg,categories
2225,미스터피자-연신내점,서울 은평구 대조동 172-75 103호,2000,126.920731962049,37.6093084665051,0,0,11:00 - 22:30,4.4,"['테이크아웃', '프랜차이즈', '피자양식']"
2244,교촌치킨-논현1호점,서울 강남구 논현동 164-16 1층,2000,127.023446026758,37.5083586702027,0,0,12:00 - 03:20,4.4,"['프랜차이즈', '치킨']"
2246,놀부보쌈-난곡점,서울 관악구 신림동 527-6,2000,126.915960149248,37.4824169432585,0,0,요기요 서비스 준비중,4.3,"['족발보쌈', '프랜차이즈']"
2252,BHC-정릉점,서울 성북구 정릉동 164-1,2000,127.0131542,37.6048055,0,0,11:00 - 23:30,4.5,"['치킨', '프랜차이즈']"
2255,교촌치킨-압구정점,서울 강남구 신사동 640-5 1층,2000,127.036329872141,37.5275099444411,0,0,11:00 - 03:30,4.5,"['치킨', '프랜차이즈']"
2258,교촌치킨-역삼1호점,서울 강남구 역삼동 834-103 1층,2000,127.0353963,37.4937676,0,0,09:00 - 06:00,4.5,"['프랜차이즈', '치킨']"
2272,BHC-월곡점,"서울 성북구 하월곡동 96-76 1층,2층,3층,지하",2000,127.0339818,37.607082099947,0,0,10:30 - 03:00,4.9,"['치킨', '야식', '테이크아웃', '프랜차이즈']"
2273,미스터피자-중앙대점,서울 동작구 흑석동 102-131,2000,126.962551624821,37.5079960729543,0,0,11:00 - 22:00,4.6,"['피자양식', '프랜차이즈']"
2274,교촌치킨-청담역점,"서울 강남구 청담동 73 진흥아파트 아파트상가 지상1층 5호, 6호",2000,127.053901404357,37.5199349449465,0,0,요기요 서비스 준비중,4.5,"['치킨', '프랜차이즈']"
2290,미스터피자-중화점,서울 중랑구 중화동 285-13 2층,2000,127.0795941,37.6026521999464,0,0,11:00 - 22:00,4.4,"['프랜차이즈', '피자양식']"
2299,BHC-월계점,서울 도봉구 창동 492-31,2000,127.0434603,37.6336017,0,0,12:00 - 23:30,4.7,"['치킨', '프랜차이즈']"
2311,교촌치킨-역촌1호점,서울 은평구 역촌동 62-3 무궁화빌딩 1층,2000,126.914715749975,37.6056364010089,0,0,12:00 - 23:40,4.6,"['프랜차이즈', '야식', '치킨']"
2319,굽네치킨&피자-시흥1동점,서울 금천구 시흥동 907-20,2000,126.9050929,37.450473,0,0,13:00 - 02:00,4.5,"['야식', '프랜차이즈', '피자양식', '치킨']"
2320,굽네치킨&피자-독산3동점,서울 금천구 독산동 974-2 목화아파트 근생비1호,2000,126.904193689644,37.4760712501128,0,0,12:00 - 03:40,4.4,"['피자양식', '치킨', '프랜차이즈']"
2325,미스터피자-목동점,서울 양천구 신정동 318-10 삼성쉐르빌1 상가 지상1층 115호,2000,126.870453589912,37.5226952221775,0,0,요기요 서비스 준비중,4.4,"['피자양식', '프랜차이즈']"
2328,원할머니보쌈-중곡점,서울 광진구 중곡동 123-6 1층,2000,127.0877471,37.5570268,0,0,11:00 - 23:00,4.6,"['프랜차이즈', '족발보쌈', '한식']"
2329,미스터피자-목동중앙점,서울 양천구 목동 807-5 가인빌딩 1층,2000,126.8643695,37.5303274,0,0,11:00 - 22:00,4.3,"['피자양식', '프랜차이즈']"
2334,교촌치킨-응암1동점,서울 은평구 응암동 236-33,2000,126.9229106,37.5932494,0,0,요기요 서비스 준비중,4.5,"['프랜차이즈', '치킨']"
2347,미스터피자-잠실점,서울 송파구 잠실동 181-10 2층,2000,127.0827572,37.5112360999344,0,0,11:00 - 22:00,4.3,"['프랜차이즈', '피자양식']"
2348,굽네치킨&피자-이태원점,"서울 용산구 이태원동 137-26 101호,102호",2000,126.9966932,37.5335512,0,0,14:00 - 23:59,4.4,"['피자양식', '치킨', '프랜차이즈']"
2349,교촌치킨-면목2호점,서울 중랑구 면목동 191-126,2000,127.073658,37.5897151,0,0,11:00 - 23:50,4.4,"['치킨', '프랜차이즈']"
2351,교촌치킨-사가정역점,"서울 중랑구 면목동 496-14 지하1층, 지상1,2증",2000,127.0882024,37.5814841999436,0,0,12:00 - 23:59,4.5,"['프랜차이즈', '치킨']"
2352,동대문곱창불족발,서울 중랑구 면목동 176-22,2000,127.0784231,37.5870425,0,0,12:00 - 01:00,3.6,"['한식', '족발보쌈', '야식']"
2365,교촌치킨-상봉1호점,서울 중랑구 상봉동 91-1 1층 교촌치킨 상봉점,2000,127.0886363,37.5967818999456,0,0,12:00 - 23:40,4.5,"['치킨', '프랜차이즈']"
2377,교촌치킨-면목1호점,서울 중랑구 면목동 72-43 1층,2000,127.0927584,37.5893719,0,0,12:00 - 23:40,4.5,"['치킨', '프랜차이즈']"
2379,미스터피자-미아점,서울 강북구 미아동 374-41 SK텔레콤 2층,2000,127.029423641921,37.6173377009431,0,0,11:00 - 22:00,4.5,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
,,,,,,,,,,
2421,미스터피자-가양점,서울 강서구 가양동 14-51 토피아 토피아빌딩 201,2000,126.855066426415,37.5615448029716,0,0,11:00 - 21:30,4.3,"['피자양식', '프랜차이즈']"
2500,굽네치킨&피자-공릉2동점,"서울 노원구 공릉동 106번지 효성화운트빌 제상가동 101호,102호",2000,127.086785126612,37.6276480673892,0,0,요기요 서비스 준비중,4.6,"['프랜차이즈', '피자양식', '치킨']"
2516,굽네치킨&피자-공릉1.3동점,"서울 노원구 공릉동 573-20, 우측상가 1층 1칸",2000,127.0725655,37.6213897,0,0,요기요 서비스 준비중,4.6,"['프랜차이즈', '피자양식', '치킨']"
2523,미스터피자-대공원점,서울 광진구 화양동 499-1 건회빌딩 2층,2000,127.075632864063,37.5464808252432,0,0,11:00 - 00:00,4.5,"['프랜차이즈', '테이크아웃', '피자양식']"
2528,미스터피자-개봉오류점,서울 구로구 개봉동 161-18 2층,2000,126.855712600001,37.4970430999325,0,0,11:00 - 22:00,4.3,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
2530,미스터피자-구로디지털단지역점,서울 구로구 구로동 1125-4,2000,126.903537343,37.4836253323,0,0,11:00 - 22:00,4.4,"['프랜차이즈', '피자양식', '테이크아웃']"
2537,굽네치킨&피자-상계6.7동점,서울 노원구 상계동 728-3 주공6단지아파트상가 1층 1-1,2000,127.0615533,37.6525391,0,0,11:00 - 23:59,4.5,"['피자양식', '치킨', '프랜차이즈']"
2573,미스터피자-상계점,"서울 노원구 상계동 595-2 2,3층",2000,127.062702481905,37.6564681403005,0,0,11:00 - 22:20,4.4,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2589,미스터피자-마포점,서울 마포구 용강동 502 래미안 마포 리버웰 109호,2000,126.9442477,37.5436321999386,0,0,11:00 - 22:00,4.4,"['프랜차이즈', '테이크아웃', '피자양식']"
2591,굽네치킨&피자-반포1동점,서울 서초구 반포1동 746-8 새로나빌딩 103,2000,127.021167,37.5040325,0,0,12:00 - 23:40,4.4,"['피자양식', '치킨', '프랜차이즈']"
2596,미스터피자-상암점,서울 마포구 상암동 1605 누리꿈스퀘어 누리꿈스퀘어 2층 200호,2000,126.890229069526,37.5794474944969,0,0,11:00 - 21:30,4.6,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
,,,,,,,,,,
2613,원할머니보쌈-수유역점,서울 강북구 수유동 177-17,2000,127.0255875,37.6410701999515,0,0,11:30 - 22:30,4.5,"['한식', '족발보쌈', '프랜차이즈']"
2618,굽네치킨&피자-가산점,서울 금천구 가산동 149-13 노블리움 2동 1층 101호,2000,126.89518246526,37.47531992034,0,0,12:00 - 02:00,4.7,"['야식', '치킨', '피자양식', '프랜차이즈']"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2672,BBQ-연희점,서울 서대문구 연희동 188-88 1층,2000,126.9300615,37.566126,0,0,11:00 - 00:00,4.3,"['치킨', '프랜차이즈']"
2675,한식(연습용),요기요시 요기요구 요기요동  ,2000,127.295821413479,37.5072829595052,0,0,요기요 서비스 준비중,0.0,['중식']
2676,굽네치킨&피자-용두신설점,서울 동대문구 용두동 732-5,2000,127.026813,37.5805615,0,0,11:00 - 05:00,4.5,"['야식', '피자양식', '치킨', '프랜차이즈']"
2698,네네치킨-창동점,서울 도봉구 창동 585-36 지상1층,2000,127.036372731136,37.639654275299,0,0,알 수 없습니다,4.5,"['치킨', '프랜차이즈']"
,,,,,,,,,,
2707,굽네치킨&피자-한성대점,서울 성북구 삼선동1가 23번지 1층,2000,127.0063688,37.587899,0,0,12:00 - 23:59,4.4,"['치킨', '피자양식', '프랜차이즈']"
2719,명가돈까스,서울 도봉구 쌍문동  449-2 1층 명가돈까스,2000,127.0230937,37.6495504,0,0,11:00 - 22:00,4.2,['일식돈까스']
2721,굽네치킨&피자-석관점,서울 성북구 석관동 323-3 1층,2000,127.0613132,37.6063679,0,0,11:00 - 02:30,4.6,"['프랜차이즈', '야식', '치킨', '피자양식']"
2726,호식이두마리치킨-번동점,서울 강북구 번동 139 해모로아파트 해모로아파트제상가동제1층102호및103호일부,2000,127.037653069437,37.6265150928911,0,0,14:00 - 02:20,4.4,"['치킨', '프랜차이즈']"
2732,피터팬순살치킨&파닭,서울 강북구 수유2동 277-12,2000,127.0152423,37.64666,0,0,12:00 - 00:30,4.4,"['치킨', '야식']"
,,,,,,,,,,
,,,,,,,,,,
2746,중식(연습용),요기요시 요기요구 요기요동 1,2000,127.295821413479,37.5072829595052,0,0,요기요 서비스 준비중,0.0,['야식']
,,,,,,,,,,
2777,고가네살로만두마리치킨,서울 송파구 석촌동 294-8 1층,2000,127.10876383582,37.5020758478859,0,0,11:00 - 01:00,4.6,"['야식', '치킨']"
2781,굽네치킨&피자-성내3동점,"서울 강동구 성내동 433-14, 1층",2000,127.1317361,37.5272539999365,0,0,11:00 - 03:00,4.7,"['치킨', '피자양식', '야식', '프랜차이즈']"
2784,굽네치킨&피자-공덕점,서울 마포구 신공덕동 159 신공덕2차삼성래미안 상가1동 111호,2000,126.958161809006,37.5464561908806,0,0,12:00 - 23:59,4.1,"['치킨', '프랜차이즈', '피자양식']"
2789,임실치즈피자(잠실점),서울 송파구 삼전동 6-8번지 101호,2000,127.09019547028,37.5053469127192,0,0,11:00 - 01:00,4.7,"['프랜차이즈', '피자양식']"
2803,굽네치킨&피자-길동점,서울 강동구 길동 142-2,2000,127.1461423,37.5372962,0,0,11:00 - 03:00,4.4,"['피자양식', '프랜차이즈', '치킨']"
,,,,,,,,,,
2820,피자알볼로-잠실1호점,서울 송파구 잠실동 314-1 1층,2000,127.083851741557,37.5051233555201,0,0,요기요 서비스 준비중,4.7,"['프랜차이즈', '피자양식']"
2822,굽네치킨&피자-서초2동점,"서울 서초구 서초2동 1334-1(1층, 굽네치킨 서초2동점)",2000,127.0262484,37.4904946,0,0,요기요 서비스 준비중,4.4,"['피자양식', '프랜차이즈', '야식', '치킨']"
2834,피자알볼로-방이점,서울 송파구 방이동 159-6 1층,2000,127.1195214,37.5126403,0,0,요기요 서비스 준비중,4.5,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
2840,피자알볼로-가락점,서울 송파구 가락동 190-6 무영빌딩 1층,2000,127.1330876,37.4942553,0,0,요기요 서비스 준비중,4.4,"['피자양식', '프랜차이즈']"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2848,굽네치킨&피자-방배4동점,서울 서초구 방배4동 837-3 1층,2000,126.9921293,37.4912281,0,0,요기요 서비스 준비중,4.6,"['피자양식', '치킨', '야식', '프랜차이즈']"
2872,본도시락-가산디지털3단지점,서울 금천구 가산동 481-4 벽산디지털밸리6차 1층 105-1호,2000,126.879050803402,37.4844790484942,0,0,09:00 - 20:20,4.7,"['프랜차이즈', '한식']"
2881,굽네치킨&피자-중화1호점,서울 중랑구 중화1동 295-22,2000,127.0803764,37.598396,0,0,요기요 서비스 준비중,4.6,"['치킨', '프랜차이즈', '피자양식']"
2884,굽네치킨&피자-성현점,서울 관악구 봉천동 466-76 1층,2000,126.948887738825,37.4870013842684,0,0,12:00 - 00:30,4.6,"['치킨', '야식', '프랜차이즈', '피자양식']"
2888,굽네치킨&피자-인헌점,서울 관악구 봉천동 1642-2,2000,126.966932,37.474278,0,0,12:30 - 00:00,4.6,"['치킨', '프랜차이즈', '피자양식']"
2909,명가안동찜닭전문점,서울 강남구 논현동 192,2000,127.0323575,37.5083027,0,0,10:00 - 09:59,4.2,"['한식', '야식']"
2918,피자알볼로-구의점,서울 광진구 구의동 230-13 1층,2000,127.0889464,37.5446726,0,0,요기요 서비스 준비중,4.6,"['프랜차이즈', '피자양식']"
2925,피자알볼로-목동본점,"서울 양천구 신정동 1015-18, A동 1층",2000,126.8617115,37.5210114,0,0,요기요 서비스 준비중,4.8,"['피자양식', '프랜차이즈']"
2929,피자알볼로-신월직영점,서울 양천구 신월동 548-1 유림웰스빌 1층 102호,2000,126.839921200001,37.5167558999351,0,0,요기요 서비스 준비중,4.6,"['프랜차이즈', '피자양식']"
,,,,,,,,,,
,,,,,,,,,,
2949,가성비닭,서울 서초구 반포동 724-14 101호,2000,127.021597324323,37.5082717538298,0,0,10:00 - 09:59,4.6,['치킨']
2963,복만루,서울 광진구 자양동 219-12 이화빌라 1층,2000,127.081757482187,37.536628186382,0,0,09:00 - 08:59,4.5,['중식']
