id,name,address,distance,lng,lat,delivery_fee,min_order_amount,open_time_description,review_avg,categories
1031,족발속으로,서울 송파구 풍납동 162-41,2000,127.1182275,37.532644,0,0,14:00 - 00:30,4.4,"['야식', '족발보쌈']"
1043,영아네불닭발치킨,서울 금천구 시흥동 798-25 1층,2000,126.907483797536,37.4609433855568,0,0,14:00 - 00:50,4.7,"['치킨', '야식', '한식', '테이크아웃']"
1055,금문도24시영업-송파본점,서울 송파구 석촌동 255-4,2000,127.1044701,37.4999747,0,0,09:00 - 08:59,4.1,"['중식', '야식']"
1060,고향집감자탕,서울 중구 신당동 52-259,2000,127.019622694956,37.5606397991002,0,0,11:00 - 04:00,4.1,"['야식', '한식']"
1077,망원돈까스,서울 마포구 망원동 400-12,2000,126.905723200374,37.5544763249703,0,0,11:00 - 21:20,4.5,"['일식돈까스', '프랜차이즈', '테이크아웃']"
1085,황궁짜장전문점,서울 동작구 상도동 506-1,2000,126.958299462782,37.4949029682162,0,0,10:00 - 20:40,4.0,['중식']
1101,미래향,서울 강남구 대치동 941-27번지 2층,2000,127.0588217,37.4985195999327,0,0,10:00 - 09:59,4.3,['중식']
1111,남경반점,서울 강남구 대치2동 994-8 서림상가 1층,2000,127.0680421,37.4986976,0,0,요기요 서비스 준비중,3.8,['중식']
1114,동승각-본점,서울 송파구 가락동 174 중원빌딩,2000,127.134600023331,37.495747300687,0,0,11:00 - 20:00,2.9,['중식']
1116,소문난왕십리야채곱창,서울 중구 신당동 52-259,2000,127.019622694956,37.5606397991002,0,0,11:00 - 04:00,4.3,"['한식', '야식']"
1117,송원중화요리,서울 강남구 대치1동 626-205번지,2000,127.059154,37.493129499932,0,0,11:00 - 20:50,4.0,"['중식', '테이크아웃']"
1119,장강,서울 송파구 가락동 82-5 1층,2000,127.118922170083,37.4957122528208,0,0,10:00 - 09:59,4.0,"['야식', '프랜차이즈', '중식']"
1126,만리향-역삼점,서울 강남구 역삼동 734-11 1층,2000,127.039916076625,37.4967852538664,0,0,10:30 - 21:00,4.4,"['테이크아웃', '중식']"
1149,참나라숯불바베큐,서울 성동구 금호동3가 207 101호,2000,127.02542077257,37.5485076271554,0,0,15:00 - 01:00,4.5,"['야식', '치킨']"
1150,아서원,서울 송파구 송파동 86-5 안웅빌딩,2000,127.108479274025,37.504646790406,0,0,10:00 - 23:30,4.5,['중식']
1151,명궁-일원점,서울 강남구 일원동 636-13 지상1층,2000,127.085821688502,37.4932508806443,0,0,12:30 - 20:20,4.5,"['프랜차이즈', '중식', '한식']"
1152,중국성,서울 송파구 방이2동 47-5,2000,127.1129768,37.5157718,0,0,10:30 - 20:50,3.5,['중식']
1153,대림각,서울 강남구 일원동 645-2,2000,127.085833,37.4904416,0,0,10:30 - 20:50,4.4,"['중식', '1인분주문']"
1156,래향,서울 송파구 오금동 46-9,2000,127.1271913,37.5039471999334,0,0,10:55 - 21:30,4.3,['중식']
1185,백화원,서울 강동구 둔촌동 437,2000,127.139104,37.5323313,0,0,10:40 - 20:20,4.2,"['1인분주문', '중식']"
1190,왕짜장,서울 강동구 암사동 492-5,2000,127.1323105,37.5510328,0,0,11:00 - 20:30,3.7,['중식']
